decision_step,reward,stage1_vfa_in_kgCOD,stage1_vfa_out_kgCOD,stage1_vfa_produced_kgCOD,stage1_fermentable_in_kgCOD,stage2_vfa_in_kgCOD,stage2_vfa_out_kgCOD,stage2_vfa_removed_kgCOD,stage1_ch4_m3,stage2_ch4_m3,total_ch4_m3,chemical_m3,chemical_kmol,stage1_ph_violation_pH_d,stage2_ph_violation_pH_d,ph_violation_pH_d,reward_benefit,reward_chemical_cost,reward_ph_cost,reward_raw,time_d,episode_elapsed_d,action,stage1_signed_m3_d,stage2_signed_m3_d,stage1_pH_sp,stage2_pH_sp,stage1_pH,stage2_pH,stage1_vfa_kgCOD_m3,stage2_vfa_kgCOD_m3,stage1_q_NaOH_m3_d,stage1_q_HCl_m3_d,stage2_q_NaOH_m3_d,stage2_q_HCl_m3_d,stage1_q_ch4_m3_d,stage2_q_ch4_m3_d,stage1_acid_yield,stage2_vfa_conversion,stage2_ch4_per_vfa_in
11,1.1221448287826112,0.0,42.59038638185838,42.59038638185838,624.7756428296785,42.59038638185838,0.17880474530640497,42.411581636551986,120.51667549189949,29.53321525601848,150.04989074791794,0.13365446285868934,1.9612203088418887,0.0748863276157769,0.0,0.0748863276157769,150.04989074791794,0.3922440617683778,37.44316380788845,112.21448287826112,1.5,1.5,-1,0.26331379768683155,-0.805921905182683,7.0,7.0,7.004149846198415,7.005800625560227,1.9731703655781807,0.008161142341769912,0.26331379768683155,0.0,0.0,0.805921905182683,965.1653666801753,247.90854495007036,0.06816908896922065,0.9958017580844827,0.6934244500913549
12,1.1631699094605503,0.0,45.676836492951885,45.676836492951885,624.7756428296785,45.676836492951885,0.18595275738168088,45.49088373557021,122.57601312318029,30.76038925097199,153.33640237415227,0.12331130275148287,1.3934177210917564,0.07348145576775779,0.0,0.07348145576775779,153.33640237415227,0.2786835442183513,36.7407278838789,116.31699094605503,1.625,1.625,-1,-0.16037822211291572,-0.8261121998989474,7.0,7.0,6.975578164001368,7.006015260254443,2.1091992988489197,0.008482224063422519,0.0,0.16037822211291572,0.0,0.8261121998989474,989.1978771328495,257.1264612644793,0.07310918249961923,0.9959289484198326,0.6734351941321164
13,1.1368775722852171,0.0,48.68804244114503,48.68804244114503,624.7756428296785,48.68804244114503,0.1930745275646411,48.49496791358039,120.54036072295362,31.51668545704477,152.0570461799984,0.18827281372281807,3.2369476852408545,0.07544379882885702,0.0,0.07544379882885702,152.0570461799984,0.6473895370481709,37.721899414428506,113.6877572285217,1.75,1.75,-1,0.6478627095900789,-0.8583198001924658,7.0,7.0,7.022315054310214,7.006292083578109,2.2459346390898918,0.008802708900111686,0.6478627095900789,0.0,0.0,0.8583198001924658,956.4554111748143,268.93657659580293,0.07792884213704532,0.9960344569655264,0.6473188051284399
14,1.215207439748194,0.0,51.72927764680947,51.72927764680947,624.7756428296785,51.72927764680947,0.20029099143241655,51.52898665537706,124.81164378305257,33.27271534374802,158.08435912680056,0.22010680795790993,2.487206929924382,0.07213234753199259,0.0,0.07213234753199259,158.08435912680056,0.4974413859848764,36.0661737659963,121.5207439748194,1.875,1.875,-1,-0.8624051508202711,-0.8984493128430084,7.0,7.0,6.944989054150706,7.00638515200299,2.3776241847129183,0.009123206103240342,0.0,0.8624051508202711,0.0,0.8984493128430084,1016.312794685674,278.0261838816924,0.08279656584005389,0.9961280922420774,0.6432085823993754
15,1.1398495777460724,0.0,54.642906215598174,54.642906215598174,624.7756428296785,54.642906215598174,0.2072817131438487,54.43562450245433,119.76208730050884,34.38480694850873,154.14689424901758,0.29692228355351236,5.854326007393894,0.07798214254586311,0.0,0.07798214254586311,154.14689424901758,1.1708652014787788,38.991071272931556,113.98495777460724,2.0,2.0,-1,1.4593309215995358,-0.9160473468285629,7.0,7.0,7.079828473345612,7.006759809070295,2.5146684937281893,0.009439437437232356,1.4593309215995358,0.0,0.0,0.9160473468285629,929.3414379634171,286.67766912323975,0.08746004560631455,0.9962066125779255,0.6292638757689898
16,1.2771355525373127,0.0,57.72312878418961,57.72312878418961,624.7756428296784,57.72312878418961,0.2145595975247439,57.50856918666487,127.86717565994904,35.75628307599041,163.62345873593947,0.5067230548691306,5.725970520021178,0.06952941875640789,0.0,0.06952941875640789,163.62345873593947,1.1451941040042357,34.764709378203946,127.71355525373127,2.125,2.125,-1,-3.085114005923029,-0.9686704330300162,7.0,7.0,6.871195635552797,7.006705815710191,2.6419233354098517,0.00975984803226265,0.0,3.085114005923029,0.0,0.9686704330300162,1063.623023562717,299.33380871578845,0.09239017149060923,0.9962829527427919,0.6194446460044292
17,1.0500269255938932,0.0,60.53082453952217,60.53082453952217,624.7756428296784,60.53082453952217,0.22133778874259138,60.30948675077958,113.49977686440641,36.76677960968726,150.26655647409368,0.5481745525456007,12.045853882884897,0.08570938627625475,0.0,0.08570938627625475,150.26655647409368,2.4091707765769796,42.854693138127374,105.00269255938932,2.25,2.25,-1,3.41692346809904,-0.9684729522657652,7.0,7.0,7.243346479543344,7.0073242998258785,2.7861587973328863,0.0100735390630303,3.41692346809904,0.0,0.0,0.9684729522657652,823.8933121302965,303.08228023010236,0.09688409789051848,0.9963433871845232,0.6074058942593994
18,1.3526487766435118,0.0,63.86494728895758,63.86494728895758,624.7756428296784,63.86494728895758,0.2290243723632977,63.63592291659428,131.80131642214474,38.25725878945359,170.0585752115983,1.3070268271595713,14.769403146903155,0.06367963383573298,0.0,0.06367963383573298,170.0585752115983,2.953880629380631,31.83981691786649,135.2648776643512,2.375,2.375,-1,-9.40455956211149,-1.0516550551650792,7.0,7.0,6.687015433154172,7.006881463906037,2.9112429546841216,0.010407961202183704,0.0,9.40455956211149,0.0,1.0516550551650792,1118.8191833785575,321.4965456041701,0.10222060994520549,0.996413926855258,0.5990337487692309
19,0.7827727884183971,0.0,66.61090436376927,66.61090436376927,624.7756428296784,66.61090436376927,0.23568729553195505,66.3752170682373,97.35457564954454,38.980735586487036,136.3353112360316,1.1633270121949346,27.364239081815967,0.10517036915565739,0.0,0.10517036915565739,136.3353112360316,5.472847816363194,52.58518457782869,78.27727884183972,2.5,2.5,-1,8.302857719131799,-1.0037583784276771,7.0,7.0,7.628586526979241,7.008231337777606,3.0757952793476355,0.010731577256773558,8.302857719131799,0.0,0.0,1.0037583784276771,631.4225643587064,316.35122235321666,0.10661571898366759,0.9964617310366356,0.5852005157235078
20,1.3046854576503666,0.0,70.7166877438462,70.7166877438462,624.7756428296784,70.7166877438462,0.24462095597679062,70.47206678786941,126.124209356613,40.90019968116451,167.0244090377775,3.183837443284013,35.97736310910935,0.05872078130183796,0.0,0.05872078130183796,167.0244090377775,7.19547262182187,29.36039065091898,130.46854576503665,2.625,2.625,-1,-24.29284961923648,-1.1778499270356275,7.0,7.0,6.3148067630505045,7.00694841782618,3.2325270850516152,0.011131929596678755,0.0,24.29284961923648,0.0,1.1778499270356275,898.2876804857676,346.7067036805521,0.1131873314131813,0.9965408312552355,0.5783670161322518
21,-0.09468959384045064,0.0,74.24531110727511,74.24531110727511,624.7756428296784,74.24531110727511,0.25281679503603066,73.99249431223906,28.85387284913863,41.28351075862454,70.13738360776317,2.4004266086888983,58.252613012144764,0.13591164077875856,0.0,0.13591164077875856,70.13738360776317,11.650522602428953,67.95582038937928,-9.468959384045064,2.75,2.75,-1,18.176813041728586,-1.0265998277826027,7.0,7.0,8.154819529059402,7.009879888040935,3.434622575931576,0.011537451807303988,18.176813041728586,0.0,0.0,1.0265998277826027,509.62844653413515,325.8873260239326,0.11883515620264874,0.9965948449637343,0.5560419929950199
22,0.9664563146621414,0.0,79.32246794470208,79.32246794470208,624.7756428296784,79.32246794470208,0.2638845605787914,79.05858338412328,109.70956951331033,43.85859424691042,153.56816376022076,5.753380284907013,65.01319721944925,0.08783978570023353,0.0,0.08783978570023353,153.56816376022076,13.002639443889851,43.91989285011677,96.64563146621414,2.875,2.875,-1,-44.630064362999036,-1.3969779162570644,7.0,7.0,5.922233830416023,7.00777860370055,3.6425133905982996,0.012043891609708117,0.0,44.630064362999036,0.0,1.3969779162570644,781.5528531239294,377.8368704332421,0.12696152427684568,0.9966732684015485,0.5529151498095782
23,-0.5058722092780716,0.0,83.84448222174798,83.84448222174798,624.7756428296784,83.84448222174798,0.27437388577947247,83.5701083359685,6.674146201626789,44.42819337738104,51.10233957900784,3.7170967419652317,90.96526651221717,0.16699301440874315,0.0,0.16699301440874315,51.10233957900784,18.193053302443435,83.49650720437157,-50.58722092780717,3.0,3.0,-1,28.59099172438543,-1.1457822113364207,7.0,7.0,8.623467762987328,7.011944726604831,3.8722776240084085,0.012539646510237392,28.59099172438543,0.0,0.0,1.1457822113364207,0.0,343.82258337094635,0.1341993452913865,0.9967275856620614,0.5298880999691719
24,0.5671435577052977,0.0,89.35478723284469,89.35478723284469,624.7756428296784,89.35478723284469,0.2869829097362697,89.0678043231084,90.97748738288271,47.305673495128964,138.2831608780117,8.051493730695992,90.98187915686474,0.12674485855221798,0.0,0.12674485855221798,138.2831608780117,18.196375831372947,63.37242927610899,56.714355770529764,3.125,3.125,-1,-62.74181283753776,-1.670137008030186,7.0,7.0,5.695885202770303,7.009310900873664,4.10106590726322,0.013108148142101175,0.0,62.74181283753776,0.0,1.670137008030186,963.7450006837119,410.7868441629809,0.14301899931333256,0.9967882760552219,0.5294139794867144
25,-0.6020369135936862,0.0,94.18023086868232,94.18023086868232,624.7756428296784,94.18023086868232,0.2984543281906788,93.88177654049163,7.028893982831931,48.4469945310826,55.475888513914526,4.493803415979886,110.02489287984594,0.18734920259462792,0.0,0.18734920259462792,55.475888513914526,22.00497857596919,93.67460129731396,-60.20369135936862,3.25,3.25,-1,34.59557038205737,-1.354856945781714,7.0,7.0,8.964674984239139,7.013430632720064,4.336007728893744,0.013629593856821626,34.59557038205737,0.0,0.0,1.354856945781714,0.0,370.53319747287117,0.1507424816404967,0.9968310299790322,0.514407260252243
26,0.39911715197976066,0.0,99.71584986817942,99.71584986817942,624.7756428296784,99.71584986817942,0.31147833603483527,99.40437153214458,82.7960680505808,51.1481434114064,133.9442114619872,9.725413190421639,109.89716905176452,0.14410612490731647,0.0,0.14410612490731647,133.9442114619872,21.979433810352905,72.05306245365824,39.911715197976065,3.375,3.375,-1,-75.92837564011835,-1.874929883254769,7.0,7.0,5.467367073075598,7.0102924016775665,4.569247338527173,0.01421421006968078,0.0,75.92837564011835,0.0,1.874929883254769,987.8799218373932,443.60492678859583,0.15960265258830392,0.9968763407577973,0.5129389508189752
27,-0.6825767416252448,0.0,104.6642137170445,104.6642137170445,624.7756428296784,104.6642137170445,0.3233195534620624,104.34089416358243,8.158522661917583,52.390982244616936,60.54950490653451,5.2695251267672765,129.17194794264313,0.20594557896106072,0.0,0.20594557896106072,60.54950490653451,25.834389588528627,102.97278948053037,-68.25767416252448,3.5,3.5,-1,40.6577016117798,-1.498499402358413,7.0,7.0,9.516507754152597,7.014807891132634,4.804616177196762,0.014751369904542275,40.6577016117798,0.0,0.0,1.498499402358413,0.0,398.07985535749145,0.16752287788142417,0.9969108872843955,0.5005625168718494
28,0.35064663725170975,0.0,110.12157933302898,110.12157933302898,624.7756428296784,110.12157933302898,0.3365677733427129,109.78501155968627,80.01871277196724,55.26039106858457,135.27910384055178,12.415444434371013,140.2945221083924,0.14431107138740468,0.0,0.14431107138740468,135.27910384055178,28.058904421678484,72.15553569370233,35.06466372517097,3.625,3.625,-1,-97.2549391585838,-2.068616316384314,7.0,7.0,5.01303337451158,7.010221573817879,5.039596094232828,0.015340704207062147,0.0,97.2549391585838,0.0,2.068616316384314,558.8328830070953,480.1225574495996,0.17625779845429967,0.9969436710281383,0.5018125548441913
29,-0.9195890481166603,0.0,115.09060467795102,115.09060467795102,624.7756428296784,115.09060467795102,0.3488085712761968,114.74179610667483,7.390490684046055,56.05124662661053,63.441737310656585,6.778015352967356,166.85791173797307,0.244058119549456,0.0,0.244058119549456,63.441737310656585,33.37158234759462,122.029059774728,-91.95890481166603,3.75,3.75,-1,52.71027051062306,-1.5138523131157882,7.0,7.0,11.260875812046173,7.0162649608033565,5.268457934945843,0.015912186574562608,52.71027051062306,0.0,0.0,1.5138523131157882,0.0,417.7642431015301,0.18421109401239277,0.9969692698004999,0.48701843893734265
30,0.05055374393199671,0.0,120.44733607355435,120.44733607355435,624.7756428296784,120.44733607355435,0.36287685908862666,120.08445921446572,79.82928439710936,58.34861902452848,138.1779034216378,12.784182633077586,144.4612637537767,0.20846055255536558,0.0,0.20846055255536558,138.1779034216378,28.892252750755343,104.23027627768279,5.055374393199671,3.875,3.875,-1,-100.0,-2.2734610646206765,7.0,7.0,5.406751172696107,7.012963052492632,5.497537176534678,0.016531078536685957,0.0,100.0,0.0,2.2734610646206765,1121.7286314755218,509.1606909247051,0.1927849420121997,0.9969872570791684,0.4844326236397321
31,-0.5398909959199802,0.0,125.2553237679281,125.2553237679281,624.7756428296784,125.2553237679281,0.37476623004553633,124.8805575378826,19.821976711174838,60.96230681816948,80.78428352934431,5.518146319998637,134.7351003257248,0.21565272611239472,0.0,0.21565272611239472,80.78428352934431,26.94702006514496,107.82636305619737,-53.98909959199802,4.0,4.0,-1,42.265720823205946,-1.879449736783148,7.0,7.0,9.93351905544752,7.015747741471072,5.7211236444709925,0.017046318336762015,42.265720823205946,0.0,0.0,1.879449736783148,458.8872081955039,465.0279848822403,0.20048048480352532,0.9970079816268739,0.4867043171044759
32,0.381519142691928,0.0,130.4034383090065,130.4034383090065,624.7756428296784,130.4034383090065,0.3875157473851118,130.01592256162135,79.85033040049642,62.920191054355016,142.7705214548514,12.779675232808948,144.41033013074116,0.15147308231902074,0.0,0.15147308231902074,142.7705214548514,28.882066026148234,75.73654115951037,38.1519142691928,4.125,4.125,-1,-100.0,-2.237401862471595,7.0,7.0,5.035362682759786,7.01126904589905,5.943773561967182,0.017616139253480257,0.0,100.0,0.0,2.237401862471595,487.5268166985605,541.0007795710653,0.2087204259730658,0.9970283318261373,0.48250408018581625
33,-0.632819069463044,0.0,135.1041046965544,135.1041046965544,624.7756428296784,135.1041046965544,0.39924031223769524,134.70486438431666,21.926904584618036,63.821124069568825,85.74802865418685,6.726851543233701,165.26535769532404,0.2319537281228529,0.0,0.2319537281228529,85.74802865418685,33.05307153906481,115.97686406142644,-63.281906946304396,4.25,4.25,-1,52.117918398121574,-1.6968939477480451,7.0,7.0,11.162511778220408,7.016787225239213,6.15840604831091,0.018162238239663557,52.117918398121574,0.0,0.0,1.6968939477480451,467.0132622762789,480.8445127076769,0.21624419301087489,0.9970449431337823,0.4723847895880877
34,0.16845873737213396,0.0,140.10721490646935,140.10721490646935,624.7756428296784,140.10721490646935,0.4128451985289106,139.69436970794044,77.8180453170426,65.89153898935355,143.70958430639615,12.799043719537515,144.62919403077393,0.19587574352605594,0.0,0.19587574352605594,143.70958430639615,28.925838806154786,97.93787176302797,16.845873737213395,4.375,4.375,-1,-100.0,-2.392349756300137,7.0,7.0,5.330073844638879,7.013262857184096,6.3751867244779525,0.0187614943299561,0.0,100.0,0.0,2.392349756300137,868.9245086198174,567.1181052117885,0.22425204393677733,0.9970533623211016,0.47029368925319387
35,-0.43190266723184123,0.0,144.71902782539894,144.71902782539894,624.7756428296784,144.71902782539894,0.4243987846348994,144.29462904076402,26.17739157242259,68.0735095387881,94.2509011112107,5.783882350108437,141.22130845084217,0.21839381228845275,0.0,0.21839381228845275,94.2509011112107,28.244261690168436,109.19690614422638,-43.19026672318412,4.5,4.5,-1,44.29981774868136,-1.9712410521861308,7.0,7.0,10.300230497069306,7.016602159555731,6.586864291444335,0.019267512322645824,44.29981774868136,0.0,0.0,1.9712410521861308,470.10626666113495,521.2377164816634,0.23163359437309425,0.9970674292730397,0.47038396098761553
36,0.3858410101555681,0.0,149.5569818892023,149.5569818892023,624.7756428296784,149.5569818892023,0.43697093320583447,149.1200109559965,76.49329311447656,69.97964331354311,146.4729364280197,12.799786264460833,144.63758478840737,0.15792263690956282,0.0,0.15792263690956282,146.4729364280197,28.927516957681476,78.9613184547814,38.58410101555681,4.625,4.625,-1,-100.0,-2.398290115686661,7.0,7.0,5.122365210388748,7.012126528986577,6.797323128567257,0.01982709292687912,0.0,100.0,0.0,2.398290115686661,490.1697843635251,597.771674641381,0.23937710057300263,0.9970782311351434,0.4679129147269553
37,-0.403969593114048,0.0,154.00881791992813,154.00881791992813,624.7756428296784,154.00881791992813,0.448177650908624,153.56064026901953,29.716480658280904,71.05456850443873,100.77104916271962,6.4586123344816,158.2817979183454,0.21902329778091068,0.0,0.21902329778091068,100.77104916271962,31.656359583669083,109.51164889045533,-40.3969593114048,4.75,4.75,-1,49.8099144751552,-1.858984200697605,7.0,7.0,10.90837600895996,7.01712684281868,6.999206553939085,0.02034123984409284,49.8099144751552,0.0,0.0,1.858984200697605,472.1059178522072,540.293730823621,0.24650259607177555,0.9970899221423697,0.4613668844687922
38,0.3383788722008168,0.0,158.65627863466793,158.65627863466793,624.7756428296784,158.65627863466793,0.46112822453187824,158.19515041013608,77.5350367349662,72.94343357857807,150.47847031354425,12.811376906616747,144.76855904476926,0.17537374256901742,0.0,0.17537374256901742,150.47847031354425,28.953711808953855,87.68687128450871,33.83788722008168,4.875,4.875,-1,-100.0,-2.491015252933985,7.0,7.0,5.250455215080655,7.013103146796265,7.198482765438715,0.020909790526136205,0.0,100.0,0.0,2.491015252933985,634.0543959231501,623.8271200061941,0.253941203463208,0.9970935393890482,0.4597576232488238
39,-0.2754031334229836,0.0,162.86558344864451,162.86558344864451,624.7756428296784,162.86558344864451,0.47193184590351833,162.39365160274096,34.118100238866234,74.6433968736984,108.76149711256465,6.05252814512318,147.8740179439043,0.2134540137321643,0.0,0.2134540137321643,108.76149711256465,29.574803588780863,106.72700686608215,-27.54031334229836,5.0,5.0,-1,46.41194154978823,-2.008283611197198,7.0,7.0,10.441500565174115,7.017160739107994,7.392676608568848,0.021388814119713346,46.41194154978823,0.0,0.0,2.008283611197198,471.6708646110797,572.6298238714616,0.260678509666299,0.9971023230573919,0.45831289394075875
40,0.41952360319551874,0.0,167.3665809150708,167.3665809150708,624.7756428296784,167.3665809150708,0.4841832505939963,166.88239766447685,74.36220502210517,76.77078247454207,151.13298749664722,12.815536793592537,144.8155657675957,0.1604350280471524,0.0,0.1604350280471524,151.13298749664722,28.963113153519142,80.2175140235762,41.95236031955187,5.125,5.125,-1,-100.0,-2.5242943487403187,7.0,7.0,5.182426267066499,7.012655954303666,7.589769827652612,0.021935945157057976,0.0,100.0,0.0,2.5242943487403187,485.55395009202584,648.3148810143427,0.26788269170841705,0.9971070494005033,0.45869839758212516
41,-0.24614360473623847,0.0,171.56050654522946,171.56050654522946,624.7756428296784,171.56050654522946,0.49487364813021734,171.06563289709928,32.44041465309619,77.62278287060724,110.06319752370341,6.274815345657687,153.47636516006463,0.20796456993062865,0.0,0.20796456993062865,110.06319752370341,30.695273032012928,103.98228496531432,-24.614360473623847,5.25,5.25,-1,48.216614162997246,-1.9819086022642316,7.0,7.0,10.527121703316237,7.017366232652703,7.779832122511588,0.022422106643310947,48.216614162997246,0.0,0.0,1.9819086022642316,472.4490500138639,593.4333660989062,0.2745953823811262,0.997115457058879,0.4524513504519358
42,0.4313886721610696,0.0,175.91957179250764,175.91957179250764,624.7756428296784,175.91957179250764,0.507285204486473,175.41228658802115,73.70237347819256,79.47108141309101,153.17345489128357,12.822308165190105,144.89208226664815,0.16211234244369396,0.0,0.16211234244369396,153.17345489128357,28.97841645332963,81.05617122184698,43.13886721610696,5.375,5.375,-1,-100.0,-2.5784653215208397,7.0,7.0,5.213080460490962,7.012929504106798,7.97004504804598,0.022970048199514172,0.0,100.0,0.0,2.5784653215208397,491.00500073256745,674.9571247198106,0.28157239132394524,0.9971163799495555,0.4517466737971884
